Skills,Recommendee_ID,Average_Skill_Similarity
"['A+, Active Directory, Adobe, Apache, Backup Exec, budget, business process, C, CCNA, Cisco IOS, Cisco, Citrix, Hardware, CRM, Client,']",360,0.8627415299415588
"['accounting, blueprint, budgeting, budgets, business correspondence, C, Computer knowledge, conversion, draw, clients, customer satisfaction,']",361,0.8857963681221008
"['Marketing, Clients, Product Positioning, Public Relations, Interviewing, Recruiting, Community Relations, Operations, Case Management,']",362,0.8765931129455566
['Planning'],363,0.9630388617515564
['Medical terminology expert'],364,0.9577817916870117
"['Salesforce.com, Oracle, Clarity PPM Tool, MicroSoft Office, various other systems']",365,0.9093565940856934
"['Microsoft Office Suite, SAP, Kronos, IBM, ADP, ATS, MSS, HRSS, and Oracle, Workbrain, T']",366,0.8769887089729309
,367,0.0
"['More than 19 years experience in healthcare, business development, marketing and planning analysis.']",368,0.8580816388130188
"['budget, client-server, customer satisfaction, DEC, directing, direction, GIS, Government, Help Desk support, Help Desk, IBM, IBM Mainframe,']",369,0.8877375721931458
,37,0.0
,370,0.0
"['Active Directory, Air Force, basic, BI, business processes, Database Management, database, FSA, Functional, GUI, Instruction, JAVA, Local']",371,0.8744804859161377
"['Self-motivated, detail oriented, organized, customer focused']",372,0.876285195350647
"['Audits, Quality Assurance, Maintenance, Database, Clerical, Clerk, General Clerical, Outpatient, Clinical Trials, Clinical Research, Audit, Case']",373,0.0
"['Sales Force, Sales Prism, Ncino, Oracle, Genesis Customer Relationship Management System, Client Product Implementation System (CPI),']",374,0.8799326419830322
"['Logistics Forecasting/Planning, Project Manager, Supply Chain Management, Inventory Management, Logistics Management,']",375,0.8914656639099121
"['benchmarking, benefits, conflict resolution, direction, Employee Relations,Â  , performance management, personnel, policies, processes,']",376,0.8672175407409668
"['Financial statement analysis, budgeting, forecasting, strategic planning, financial modeling, strong communication, interpersonal and']",377,0.8668943047523499
"['Systems: Excel, Outlook, Power Point, Visio, One Note, Share Point, SAP, Advise HR, Siebel, TALX, Autonomy, Survey Monkey, Taleo']",378,0.8634305596351624
"['Accounting, administrative, ADP, automobiles, Balance, cash deposits, cash handling, clerical, Closing, draw, financing, financial, funds, inventory,']",379,0.8841550350189209
"['academic, Adobe, Articulate, attention to detail, Auto CAD, basic, calibration, Canvas, content, credit, delivery, electrical schematics, English,']",38,0.8792756199836731
"['ADA, approach, arbitration, auditing, business strategy, case management, contract negotiations, crisis management, finance, functional, HRIS,Human Resource, human resources, HR, information systems, ISO, leadership, Material Science, money, negotiating, negotiation, negotiations,']",380,0.8532598614692688
['Microsoft Word/Excel Â  Â  Â  Â'],381,0.8503537178039551
,382,0.0
"['EIGRP, OSPF, BGP, Route Redistribution, ACLs, Policy based']",383,0.9146498441696167
"['Accounting, balance, budget, business analyst, Call Center, Cash Management, closing, contracts, Critical Thinking, client, clients, databases,']",384,0.8876554369926453
,385,0.0
"['Compensation, Healthcare, Hr, Benefits, Cobra, Reconciliation, Adp, Accounts For, Ada, Annuities, Dental, Fmla, Healthcare Accounts,']",386,0.876400887966156
"['account reconciliation, Accounting, general accounting, accruals, ad, Agency, balance sheets, billing, budgets, Budget, charts, compliance']",387,0.8734729886054993
"['Photoshop, Premier, art, Cable, Hardware, computer repair, curriculum development, client, Customer service training, Database, Department of']",388,0.8789248466491699
['Balance Sheet Risk Management'],389,0.9362741112709045
"['Accounting, Assistant Manager, banking, benefits, branding, budgeting, business development, call center, Coach, cold calling, clientele, client,']",39,0.8728755712509155
['Have Directors Credential .'],390,0.9267451763153076
"['AP Style, MLA Style, CANVAS, goal setting, health and safety standards, instruction, team building, lesson plans, meeting leader, Microsoft']",391,0.8787490129470825
,392,0.0
['Vendor and Relationship Management Expertise'],393,0.9209553599357605
['New employee orientations'],394,0.9341295957565308
"['Sales Software: Salesforce.com, Microsoft Dynamic AX, QuickBooks']",395,0.9039639830589294
"['acquisitions, contracts, due diligence, Equity, feasibility studies, Finance, financing, financial modeling, German, Hindi, Korean, languages, Director,']",396,0.8867053985595703
['Account reconciliation'],397,0.9644710421562195
"['Air Force, Basic, Computer literate, delivery, directing, documentation, e-mail, Forklift, forms, frame, Inspection 2, inspecting, Inspection, Intel,']",398,0.8753670454025269
"['business operations, C, contracts, Credit, clients, documentation, Drafting, Finance, financing, financial, funds, insurance, Law, legal, legal']",399,0.8806084394454956
,4,0.0
['Electronic'],40,0.963548481464386
['A'],400,0.9743212461471558
['Excellent Customer Service.'],401,0.943467378616333
,402,0.0
['Accounts receivable professional'],403,0.8961610198020935
['Work History'],404,0.9666890501976013
"['approach, Banking, benefits, Book, cold-calling, competitive, credit, client, clients, customer service, documentation, features, financial, Financial']",405,0.8751729130744934
,406,0.0
"['UH-60A+, Ambulance, Army, budget, creative thinking, financial, functional, Government, inspection, leadership, leadership development,']",407,0.8836556077003479
"['benefits, billing, contracts, CPR certified, credit, clients, FIRST AID, Inventory, Exchange, packaging, paint, Programming, progress, quality,']",408,0.8874371647834778
"['Armed Forces, Banking,Quality Coaching, competitive, credit, Customer Service, financial, goal setting, inventory, team development, managing,']",409,0.8805291652679443
['Knowledge of the ins and outs of Child Protective Services'],41,0.8971209526062012
"['Accounts Payable, ACT!, administrative skills, Adobe, advertising, analytical skills, scheduling appointments, attention to detail, budget, coaching,']",410,0.8822029829025269
"['Microsoft Word, Excel, and Power Point Software: Microsoft Word, Excel, Outlook, Adobe Photoshop, outlook and Databases Clarity']",411,0.8467886447906494
"['allergies, blood draws, budget, charts, coaching, CPR, decision making, EKGs, equipment maintenance, filling, financial, first aid, health education,']",412,0.8835384845733643
"['Streamline, Analyst, Agency, banking, budgets, budget, Business Development, capital markets, closing, Commercial Lending, Consulting, clients,']",413,0.8863094449043274
['General Administrative'],414,0.9669414758682251
['Vast knowledge of strains and their affects'],415,0.9056369066238403
['New hire on-boarding'],416,0.950809895992279
"[""Experience with Epic System, Epicare, Emdeon, Training and educating staff on Epic WQ's, Creating Workers Comp cases in Epic, Signature,""]",417,0.8973512053489685
"['acquisitions, closing, contracts, credit analysis, clients, due diligence, equity, financing, financial, financial statements, funds, government, Investment']",418,0.8744460940361023
"['Political Communication, Microsoft Office, Leadership, Public Speaking, Management, Customer Service, Fundraising, Community Outreach,']",419,0.8816255927085876
"['SAP R/3 4.7, MS Office (Word, Excel, Power Point, Outlook, Internet Applications). *Have good understanding of SQL, HTML, CSS and']",42,0.8582803606987
"['Excellent communication, computer skills, copying, counseling, data entry,']",420,0.8846830129623413
"['Army, Cisco, counseling, customer assistance, database, documentation, Information Technology, inventory, IP, LAN, Windows 7, Network,']",421,0.8760954141616821
"['Advanced Excel, Access, Word, Visio, Power Point, VBA, SAP HCM, Success Factors (Compensation), Microsoft Project Management,']",422,0.8659261465072632
"['EPIC, Microsoft Office Suite (Word/Excel/PowerPoint), Healthcare Systems, Insurance/Billing, Sorian Scheduling, Health/Medical Records,']",423,0.8879566192626953
"['Epic certifications in Resolute Hospital Billing, Home Health and SBO']",424,0.9049955010414124
[],425,0.0
"['accounting, Accounting Systems, ad, analytical skills, auditing, automation, billing, budgeting, budgets, Budget, business operations, business']",426,0.8751121759414673
"['administrative support, Counseling, creativity, client, clients, Customer services, Data Entry, database, event planning, financial, fund raising,']",427,0.885528028011322
"['accounting, Accounts Payable, ADP Payroll, ad, A/P, audit reports, balance, Balance Sheet, Bank Reconciliations, Bank reconciliation, billings,']",428,0.8961085677146912
"['Adobe, benefits, Coaching, competitive, Contact Management, Contact']",429,0.9054608941078186
['Creative problem solving skills; o'],43,0.9161603450775146
['Microsoft Office'],430,0.9657677412033081
"['Credit, Purchase Orders, Accounts Payable, File, Million, Sales, Sales And, Sales Tax, Tax Returns, Collections, Litigation, Loans, Team Lead,']",431,0.8853906989097595
"['Liaison, Security, Training, Budget, Collections, Credit, Increase, Marketing, Video Teleconferencing, Cases, Instructor, Administrative Support,']",432,0.89337158203125
['Knowledge of Telecom industry'],433,0.9251954555511475
['Routers'],434,0.9608867168426514
['Full Accounting cycle'],435,0.9599056839942932
"['advertising, benefits, Business Management 2, closing, Consultant, counseling, customer relations, customer satisfaction, documentation, Finance,']",436,0.8692401647567749
"['Budgeting, Cost management, Financial Reporting & Analytics, Investments and return on investment (ROI, NPV, and EVA), Process']",437,0.8678866624832153
,438,0.0
['Staffing management ability'],439,0.9446292519569397
"['Databases, Hr, Compensation, Appraisal, Automated Payroll, Benefits, Benefits Administration, Correspondence, Employee Benefits, Hr']",44,0.8779283761978149
"['Accounting, general accounting, accruals, approach, trial balance, benefits, budgeting, budget, cash flow, analyze cash flow, Cash Management,']",440,0.8770058155059814
['Solid'],441,0.9822273850440979
"['Account Reconciliation, Automation, Balance, banking, business plans, cashier, Consultant, credit, client, clients, customer service, direction,']",442,0.8795703053474426
['Goal-oriented'],443,0.9620251059532166
['Supervisor Skills'],444,0.9590473771095276
"['psychology Human Behavior and Personality Disorder academic, Various agencies worked and volunteered and interned fr Mayor Bill Di Blasio']",445,0.8766931891441345
['Title VII'],446,0.9469192624092102
"['Security, Aviation, Class, Comprehensive Large Array Data Stewardship System, Weapons, Apqp, Circuits, Operations, Wiring, Clinical Trial,']",447,0.8898389935493469
,448,0.0
['Work History'],449,0.9666890501976013
['Fast Learner'],45,0.9591702222824097
"['Hands-on Experience: AutoCAD, AutoDesk Inventor, Pro Engineer, Creo, MicroStation, SolidWorks, Catia V5, Matlab, Ansys,']",450,0.9046739339828491
,451,0.0
['Superior time management'],452,0.9427711367607117
"['book, C, Configuration Management, counseling, CPR, documentation, First Aid, instruction, instructor, interpretation, Leadership, Logistics,']",453,0.8702033758163452
['AS400/Kronos/Anosos/Cerner.'],454,0.916499674320221
['Oracle Accounting'],455,0.9669591784477234
['Strategic business development'],456,0.922483503818512
"['American Sign Language, Excellent communication, customer service, databases, English, access, Excel, Power Point, Microsoft Word, works,']",457,0.8763032555580139
"['ADA, ADP, art, agency, benefits, Benefits Administration, Coach, coaching, conflict resolution, continuous improvement, contracts, decision']",458,0.8699979782104492
"['Associate Relations, Audits, Asset Protection, Coaching, EEOC Responses, Succession Planning, Terminations, Customer Service, Retail Sales,']",459,0.8895496129989624
"['accounting, Accountant, Arabic, Balance Sheet, bank reconciliations, com, resolve customer complaints, Customer Service, databases, delivery,E-mail, English, expense reports, Financial, Financial and accounting, financial statements, forms, general ledger, Lecturer, excel, office, Microsoft']",46,0.8707197308540344
"['accounting, business-case, charts, hardware, configuration management, counseling, client, documentation, financial statements, graphs, information']",460,0.8677378296852112
"['Anatomy, benefits, communication skills, counseling, client, clients, customer satisfaction, customer service, Dependable, direction, email, Staff']",461,0.8662587404251099
['Negotiation'],462,0.9592772722244263
['Fast data entry'],463,0.950347900390625
"['analytical skills, Basic, Change management, CHI, Financial, First Aid, inspection, interpretation, logistics, MA, management skills, Microsoft']",464,0.8651825189590454
"['Army, Basic, Cable, Cat 5, Cisco, Encryption, Customer Support, documentation, Firewalls, FTP, information systems, Information Technology,']",465,0.8822304010391235
"['administrative, budget, Capital Markets, Cash Management, closing, Credit, client, clients, documentation, Leadership, Team Lead, legal, Letters,']",466,0.885968804359436
"['interpersonal, hardware, concept, content, clients, customer satisfaction, Database, debugging, desktops, direction, documentation, engineer,']",467,0.8513287305831909
"['ADABAS, AIX, analyst, Application Development, Budgeting, business solution, CISCO, Coaching, Databases, Database, Department of']",468,0.876749575138092
"['Accounting, accounts payable, ABC, budget, contracts, CPR certified, client, clients, excellent customer service, Customer service, training']",469,0.8782563805580139
"['3d, accounting, Accountant, Accounts receivables, Adobe Illustrator, Adobe Photoshop, Pagemaker, Audio Editing, auditing, banking, book,']",47,0.877617359161377
"['accounts payable, accounts receivable, ADA, administrative and support, ads, advertising, Backup, Benefits, Benefits Administration, brochures,']",470,0.8654038310050964
"['10-key by touch, accounts payable, accounts receivable, administrative, billing, budgets, budget, Cisco, closing, interpersonal, credit, Client,']",471,0.8811045289039612
['Benefits and Payroll Administration'],472,0.911611795425415
"['Accounting, administration, preparing trial balance, balance sheet analysis, bank reconciliation, billing, budgeting, forecasting cash flows, cash']",473,0.8744841814041138
"['insurance, managing, office']",474,0.0
"['accounting, accounts payables, accounts receivables, Accounts Payable, accrual, administrative duties, backup, bank reconciliations, billing,']",475,0.8736726641654968
"['Appointment Setter, Multi-tasker, Adaptable, Microsoft Word, Microsoft Excel, Outlook, OneDrive, Excellent Phone Skills, Able to work in']",476,0.8875389099121094
"['academic, Arts, budgets, budget, clerical, closing, contracts, Council, credit, customer services, database, documentation, special events, filing,finance, financial, financial planning, grant applications, hiring, Human Resources, Information Technology, Director, materials, meetings, excel,']",477,0.8593774437904358
,478,0.0
"['Account Management, conflict resolution, client, excellent customer service, Customer Service, database, instruction, leadership, Logistics,']",479,0.8789625763893127
"['agency, Banking, basic, Benefits, Business Administration, bi, CTC, client, fast, focus, forms, GDC, Hiring, HR, team building, leadership, Excel,']",48,0.870444118976593
"['Accounting, computerized accounting, general accounting, accounts payable, accounts receivable, trial balance, banking, benefits, billing, budgets,']",480,0.8611506223678589
['Critical Thinking'],481,0.9607601165771484
"['automobiles, charts, credit, customer satisfaction, customer service, Finance, financing, financial, focus, graphs, negotiations, profit, sales, Sales']",482,0.8700005412101746
['Remote access support'],483,0.9467105269432068
['Personal Information'],484,0.9540032148361206
"['INVESTIGATIONS: Financial, auditing, digital evidence, surveillance, undercover, fraud, websites, mining social networks, cell phone']",485,0.8860080242156982
"['Accounting, ADR, Army, balance, Budgeting, Oral Communication, Data entry, Documentation, Financial, Government, Inventory, Materials,']",486,0.896613597869873
"['account reconciliation, accounting, accounts payable, accruals, accrual, balance sheet, Balance, balance sheets, bank reconciliation, benefits,']",487,0.8643906712532043
['Excellent communication skills'],488,0.9366945028305054
"['Customer Service, Receptionist, Retail Sales, Advertising, Budget, Corrective Action, Cost Reduction, Forecasting, Maintenance, Office']",489,0.8820422887802124
['Client Relations'],49,0.9690779447555542
"['quality analysis, training, teaching, mentoring, coaching, life coaching, advertising, agency, coaching, customer satisfaction, customer service,']",490,0.8620264530181885
"['Healthcare, Training, Access, Customer Service, Laboratory, Liaison, Office Management, Patent Education, Â Phlebotomy, Â Scheduling,']",491,0.8811755180358887
"['Electro/Mechanical Skill, Trouble shooting, installation of pipes and pumps, problem solver, design of controls for pumps and motors. installation']",492,0.8746559619903564
['Work History'],493,0.9666890501976013
"['Accounting, backup, Billing system, budget, Citrix MetaFrame, Excellent communication, hardware, contracts, Client, clients, documentation,']",494,0.8843181729316711
['SAP'],495,0.9701817035675049
"['Month end close, Year end close, Cash Management,']",496,0.9094740748405457
['Account reconciliation specialist'],497,0.9570637941360474
,498,0.0
['Experience'],499,0.9809553623199463
"['administrative, benchmarking, budgets, call center, Coaching, counseling, Customer Satisfaction, customer-service,']",5,0.8961681127548218
"['accounting, Accounts Receivable, auditing, balance, billing, Business Communications, business plan, client, clients, client liaison, customer service,']",50,0.8759470582008362
['accounting'],500,0.9693806171417236
['11'],501,0.9770048260688782
"['accounting, approach, balance, Balance Sheet, bank reconciliation, Banking, bookkeeping, book keeping, Budgeting, Budget, C, cash flow']",502,0.8777443766593933
['Talent Aquisition'],503,0.9493017792701721
"['ADA, CAD, CSS, design software, EIT, Excel VBA, HTML, inspection, layout, macros, Excel, Powerpoint, Word, Microstation, producing,']",504,0.8562518358230591
['Microsoft Office'],505,0.9657677412033081
['Accomplishments'],506,0.9102546572685242
['Patient services'],507,0.9505568742752075
['PROVEN ADMINISTRATIVE HIGHLY ORGANIZED'],508,0.8677651882171631
"['Microsoft office (10+ years), Talent Acquisition, Talent Management, Recruiting, Staffing, Business Development, Training and Development']",509,0.8605419397354126
['Hardware updates'],51,0.9638816118240356
"['QuickBooks,']",510,0.9667363166809082
['Business Process Re-engineering'],511,0.9408596158027649
"['Customer service, delivery, faxes, Filing, Insurance, Microsoft Office Suite, Management Information System, reading, scheduling, technical']",512,0.8874317407608032
"['Microsoft Word, Excel & PowerPoint']",513,0.9047628045082092
['Management consultation'],514,0.9695014357566833
"['Greet, Telephone Customer Service, Cash, Credit, Sales, Vouchers, Optical, Payments, Training, Inventory, Pricing, Billing, Forecasts, Greeting,']",515,0.8821337819099426
,516,0.0
"['Financial Planning & Analysis, Analytical skills, Forecasting, Portfolio & Wealth Management, Financial Reporting, Business Analysis, Financial']",517,0.8820988535881042
"['academic, ADP Payroll, C, client, clients, financial, Fluent in French, infection control, Insurance, mental health, Excel, Microsoft Office Suite,']",518,0.8829155564308167
"['ads, autism, benefits, billing, Coach, Coaching, client, clients, data processing, delivery, drivers, Filing, Financial statements, hiring, inventory,']",519,0.8782920241355896
,52,0.0
"['Procurement Clerk, Purchasing Agent,']",520,0.9176462888717651
"['Account Management, Calendaring, Client Relations, Computer Proficiency, Coordination, Creative Problem Solving, Critical Thinking, Customer']",521,0.8689435124397278
"['Configuration Management, Process Development, Process Improvement, Database Management, Software Development, Software Testing,']",522,0.8595967888832092
"['accounting, Automation, balance sheet, Banking, branding, budgeting, Budget, bi, capacity planning, credit, credit/risk, clients, client relations,']",523,0.8848877549171448
"['branding, budgets, budget, Business Analysis, BI, Business Intelligence, business management, Business Objects, CRM, data analysis, data']",524,0.866603672504425
"['administrative, Administrative Assistant, bi, conferences, database, special events, filing, Human Resource Management, HR, Human Resources']",525,0.8709959983825684
['Office support:'],526,0.9622915983200073
"['academic, Account Management, advertisements, approach, art, banking, budgets, budget, business development, Coach, conflict management,']",527,0.8762595057487488
,528,0.0
"['Loans, Mortgage, Documentation, Lending, Liability, Loan Processor, Mortgage Lending, Processor, Ups, Underwriting, Fha, Foreclosure, Cash,']",529,0.8692178726196289
['Customer service'],53,0.9511308073997498
"['Communication skills, written & verbal']",530,0.910616934299469
['Strategic Financial Planning'],531,0.9327834248542786
"['administrative, banking, basic, benefits, Call Center, clerical, coaching, client, clients, database, documentation, Employee Relations, fax, filing,']",532,0.8620253801345825
"['Accounting, administrative, agency, Basic Programming, Bookkeeping, Business Communication, hardware, Finance, fundraising, help desk']",533,0.8813503980636597
,534,0.0
['Industry partnership development'],535,0.9373658895492554
"['Proficient in all Microsoft applications and HRIS systems (Banner, PeopleAdmin, Personnel Management Information (PMIS) System and']",536,0.8750665187835693
['â€¢Problem solving'],537,0.9228199124336243
"['project management, project coordination, administrative functions, content creation, employee relations, systems administration, internal audit, risk']",538,0.854623019695282
"['Administrative support, automation, automotive, banking, budgets, interpersonal, Interpersonal skills, oral, hardware, Customer Service, Customer']",539,0.8761781454086304
"['Microsoft Office Excel, Outlook and Word, SAGE 100, Ramp (WMS software) and']",54,0.8796576857566833
,540,0.0
['EXECUTIVE SUMMARY'],541,0.9073232412338257
"['Reconcile balance sheet accounts, account reconciliations, Accounting, Accountant I, Accountant, accounting system, Accounts Payable and']",542,0.8937053680419922
['Team leadership'],543,0.963391900062561
"['10-key, accounting, budget, BUSINESS ADMINISTRATION, c, call center, cash deposits, change management, coaching, com, CPI, client,']",544,0.8732178211212158
['Google and Microsoft suite experience through coursework and classroom implementation.'],545,0.9047404527664185
"['People skills: Strong interpersonal skills, enthusiastic people person, advanced problem-solving, great organizational skills, advanced time']",546,0.8394983410835266
['Work History'],547,0.9666890501976013
['Organizational Skills Written Communications Skills Verbal Communication Skills Cultural AwarenessÂ  Microsoft Typing Skills Ability to Focus'],548,0.8561853170394897
"['anesthesia, C, clients, policies, presenting, recording, safety, surgery, therapy, vital signs, x-rays']",549,0.8845129013061523
"['Developing business, credit, clients service, mortgage compliance, understands CFBP requirements, mortgage loan origination, financial analysis,']",55,0.8873149752616882
['Notary'],550,0.9695528149604797
"['administrative, budget, Cancer, chemotherapy, Database, DNA, FAST, forms, grant writing, law, marketing, mentor, processes, program']",551,0.882074236869812
"['ASP.net, Active Directory, Adobe Acrobat, Adobe Dreamweaver, Adobe Photoshop, application design, arts, billing systems, Business Objects,']",552,0.8804711103439331
,553,0.0
['Excel and Google Sheets'],554,0.9399616718292236
"['agency, benefits, hardware, CPT Coding, client, clients, customer service, direction, financial, ICD-10, information systems, Insurance, leadership,']",555,0.8705633878707886
['Cash handling'],556,0.9687890410423279
['Work History'],557,0.9666890501976013
['Strategic planning'],558,0.9489002823829651
"['Â Cash handling,enthusiastic people person, advanced problem-solving, great organizational skills. knowledgeable of Microsoft word, excel']",559,0.8757014274597168
"['A+, Active Directory, Apollo, ARMY, com, hardware, Data Migration, DELL, Email, Engineer, Flash, HP, IBM, Image, INTEL, Inventory,']",56,0.8592153191566467
"['3Com, A+, Active Directory, Backup, Bay networks, business systems, Cisco, Citrix, hardware, network systems, Clients, direction, Disaster']",560,0.8764477372169495
"['Great a building a rapport with students, writing skills, creating small interest groups for students,great consultant for staff members.']",561,0.8686626553535461
"['accounting, administrative, administrative duties, Analyst, Army, budgets, Budget, conferences, cost analysis, Credit, DTS, staff training, English,']",562,0.8798136711120605
"['agile, balance, Budgeting, Business strategy, CAD, interpersonal, communication skills, consultation, contracts, clientele, client, clients, databases,']",563,0.0
"['Associate, Cash, Cash Register, Credit, Credit Card, Database, Greetings, Its, New Sales, Sales, Sales Associate, Sales Associates, Telephone,Administrative Tasks, Operations, Ordering, 50 Wpm, Archiving, Billing, Correspondence, Data Archiving, Filing, Microsoft Office, Ms Office,']",564,0.8618238568305969
['Administrative'],565,0.966681718826294
"['Benefits, central point of contact, clerical, conferences, CPR, customer service, data entry, directing, documentation, fashion, faxes, focus, hiring,']",566,0.8764961361885071
"['APS, CAS/IMPACT, CSF, Aviation Supply Chain, Lean Manufacturing, materials,Â Microsoft Excel, Office, PowerPoint, Word, inventory']",567,0.8795566558837891
"['Academic, administrative support, agency, back-up, benefits, billing, Cancer, clerical, clinical research, Coach, Oral, community health, client,']",568,0.8811613321304321
"['accounting, accounts payable, administrative, AIMS, Arbitration, cash flow, conferences, Council, customer service, directing, Financial']",569,0.8766472339630127
,57,0.0
"['10 key, Administrative Assistant, attention to detail, Billing, CPR certified, CPT, data entry, data base, delivery, diagnosis, dispatching,']",570,0.879645586013794
"['cash receipts, cash handling, cash register, client, customer service, Data entry, direction, Employee relations, faxes, fax machines, hiring,']",571,0.8745990991592407
['Organization - managing responsibilities in a particular manner and keeping track of those responsibilities.'],572,0.8470705151557922
"['administrative, arts, Articulate, customer service, direction, financial, hiring, managing, Marketing , ordering materials, neat, payroll, personnel,']",573,0.0
"['Digital Media, Digital Marketing, Social Media, E-Mail, Direct Mail, Mobile, Promotions, Branding, Customer Acquisition/Retention, Analytics,']",574,0.8656123876571655
,575,0.0
"['Administrative, administrative support, advertising, as set, benefits, business plan, clarify, Good communication skills, Interpersonal Skills,']",576,0.8888329863548279
"['Advertising, Making appointments, art, Closing, Counseling, Credit, Clients, Customer Service, Databases, Email, Filing, Finance, forms,']",577,0.8844512701034546
,578,0.0
,579,0.0
,58,0.0
"['Academic, Account reconciliation, Accounting, accountant, Accounting Systems, Accounts payable, Accounts Payables, accounts receivable,']",580,0.8868550658226013
"['Lawson, Invision, QuickBooks, MS Word, Excel, PowerPoint, Lotus Notes, and Meditech']",581,0.8543825149536133
"['Selling, coaching, motivating, presenting, writing, customer relations, fitness training, professional speaking (radio, seminars, TV), organizing, tech']",582,0.8686110377311707
,583,0.0
"['ASP.NET, VB.Net, Active Directory, ADO.Net, Dreamweaver,']",584,0.899615466594696
"['Clients, Training, Customer Service, Operations, Receptionist, Retail Sales, Sales, Account Management, And Sales, Bookkeeping, Cash, Cash']",585,0.8754623532295227
"['Go Live, ad, applications master, Approach, automate, automation, banking, BI, Business Intelligence, C, C++, Change management, competitive,']",586,0.8683103322982788
['Organization skills'],587,0.9478074312210083
['Telecommunications knowledge'],588,0.9548222422599792
['Grant management'],589,0.9679141640663147
"['billing, blood pressure, brochures, communication skills, clients, email, goal setting, promote health, leadership, Director, marketing, market,']",59,0.8745198845863342
"['Active Directory, premiere, ads, Advertising, IBM AIX, Apple, architect, Arts, catalog, color, com, Clients, digital photography, digital video,']",590,0.8721209764480591
"['Communication, Curriculum, Literacy, Lesson Planning, Critical Thinking,']",591,0.8862978219985962
"['Acquisitions, Advertising, budgeting,']",592,0.9177948832511902
['Equal opportunities'],593,0.9523333311080933
['Agile framework'],594,0.9590554237365723
['Experience in leadership'],595,0.9360092878341675
"['administrative, Administrative Assistant, Army, Bachelors, interpersonal, criminal justice, database, Detail-oriented, Employee Relations, fast,']",596,0.8701173067092896
"['academic, Administrative, aims, approach, Arts, Art, Book, Council, critical thinking, database, essays, special events, Leadership, leadership']",597,0.8730679750442505
"['Receptionist, 10-Key, Account Management, Active Learning, Calendaring, Client Relations, Computer Proficiency, Coordination, Creative']",598,0.8863529562950134
['Good written communication skills'],599,0.9335715770721436
"['agency, attorney, business plans, consultant, client, clients, detail oriented, grant proposals, legal, materials, organizing, policies, press releases,']",6,0.8769450187683105
['Work History'],60,0.9666890501976013
['Budgeting and financial management'],600,0.9066821336746216
['Confidential data protection'],601,0.9366540312767029
"['academic, A.I., attention to detail, back-up, benefits, benefits administration, budget, cash receipts, Coaching, contracts, critical thinking, customer']",602,0.8698689341545105
"['accounting software, accounts payable, ADP 5.30, ADP, benefits, budgets, Ceridian, Contracts, documentation, Edge, Equity, forms, funds,']",603,0.0
"['accounts payables, accounts receivables, administrative, benefits, billing, oral, customer service, customer support, database, documentation,']",604,0.8609368205070496
"['premier, advertisements, Agency, basic, business development, Closing, Corporate Communications, client, clients, databases, database,']",605,0.8807801008224487
"['accounting system, Accounts Payable, Administrative support, agency, auditing, budget, clerical, Closing, conferences, Contracts, copying, client,']",606,0.8820682764053345
"['curriculum development, educational programs, English, fundraising, funds, government, grants, instruction, lesson plans, profit, promotional']",607,0.8758417963981628
['Clinical training'],608,0.9592245817184448
['Skills'],609,0.9609160423278809
"['Basic, CALIBRATION, conversion, CPR certified, DC, Electronics, frame, Leadership, team leader, Logic, logistics, mathematics, office, Radar,']",61,0.8662874698638916
['Financial reporting'],610,0.9630556106567383
"['communication skills, excellent customer service, account management, data entry, directing, documentation,project development, computer']",611,0.8613156676292419
"['academic, Arts, budget, bi, Coach 7, council, English, special events, fundraising, leadership, lesson plans, meetings, Microsoft Word, newsletter,']",612,0.8709721565246582
"['Accounts Payable, Audit, Budget, Budgets, Coaching, Correspondence, Delinquent Accounts, Diversity And Inclusion, Documentation, Financial']",613,0.8892481923103333
['Team Worker.'],614,0.9777069091796875
"['account reconciliations, accounting system, accounts payable, process payroll, spreadsheets']",615,0.8989408016204834
['Customer service specialist'],616,0.9340869784355164
,617,0.0
"['academic, acute care, Anatomy, Armed Forces, basic, charts, oral, databases, database, emergency medicine, emotional support, English, forms,']",618,0.8767881393432617
"['Knowledge in C++, Java, Ruby, MatLab, Linux/Unix Command Line, LaTex, Microsoft Office Package']",619,0.8638685941696167
,62,0.0
"['Database, Marketing, Systems Analyst, Project Management, Business Requirements, Solutions, Metrics, Qa, Documentation, Accountable For,']",620,0.8904097676277161
"['Works proficiently with minimal supervision, fluent communication skills demonstrated daily through interactions with various patient and']",621,0.8620718121528625
['Microsoft Office'],622,0.9657677412033081
"['budget, Budgets, business analysis, CISA, contracts, Contract Management, Financial, financial analysis, forecasting, functional, Information']",623,0.8887624740600586
"['accounting, administrative support, benefits, billing, clerical, counseling, clientele, client, clients, customer service, data entry, database,']",624,0.8601002097129822
,625,0.0
"['accounting, accounts payable, accounts receivable, accrual, ad, A/P, agency, Auditing, Balance sheet, billing, billings, Budget development,']",626,0.8807767629623413
"['ABC, ADP, ADR, benefits, Benefits Administration, budget, coaching, US Army databases, driving, Employee Relations, training']",627,0.8727367520332336
"['Bullhorn, Boolean Searches, Google Resume Search, LinkedIn X-ray search, The Ladder, GitHub, Tech Fetch, Monster, Career Builder,']",628,0.905957043170929
