ID,Role,Resume_Skills,Skill_Match_Score,Years_of_Experience,Education_Level,Sentiment_Score,Potential_Spelling_Issues,Keywords,Technical_CV_Score,Managerial_CV_Score,Overall_CV_Score
514,Engineer,"['skills management consultation negotiation', 'ada', 'leadership', 'excel', 'neogov', 'trainers/educational leaders', 'project management', 'cabinet and council of state', 'flsa', 'powerpoint skills problem', 'state', 'internalâ ethical practice', 'classification/compensation company name', 'recruitment/classification/compensation company name', 'micro', 'state conducted', 'communication', 'state reduced', 'state facilitated']",0.2,0.0,Bachelor,0.10303030303030303,183,"['hr', 'classification', 'compensation', 'recruitment', 'based', 'skills', 'developed', 'pay', 'statewide', 'management', 'training', 'development', 'performance', 'state', 'job', 'company', 'ï¼', 'city', 'conducted', 'salary']",0.007841914286071524,0.6826495247551158,0.015406119174444477
690,Unknown Role,"['researching', 'billing office', 'healthcare', 'excel', 'state efficiently', 'electronic', 'team', 'state health care administration', 'star panel', 'customer service', 'notify', 'belmont university', 'stratford high school', 'skills scheduling', 'bcbs', 'state', 'completion of administrative assistants conference', 'health care administration with', 'cpt', 'concentration in management', 'communication', 'medicare', 'coordinate', 'verify', 'state developed', 'statistical mathematics', 'accomplishments certificate']",0.2,0.0,Bachelor,0.39999999999999997,103,"['customer', 'service', 'medical', 'office', 'skills', 'insurance', 'records', 'schedule', 'company', 'ï¼', 'city', 'state', 'accurate', 'information', 'medicare', 'regarding', 'surgery', 'pre', 'patient', 'clinic']",0.006932000888307732,0.7538682985012223,0.015402844658444053
922,Engineer,"['networking (computer)', 'home patient', 'microsoft office', 'â personal ownership, responsibility, adaptability', 'order', 'technician fill', 'usa associate of arts', 'united states', 'atm', 'state healthcare provider provided healthcare', 'current company name city', 'state']",0.0,0.0,Associate,0.0,144,"['work', 'experience', 'company', 'city', 'state', 'parts', 'electrical', 'machines', 'equipment', 'january', 'tools', 'repair', 'machinery', 'using', 'hand', 'power', 'components', 'maintain', 'machine', 'computer']",0.008021944084858108,0.6665050501665007,0.01538085704330016
905,Engineer,"['snag-ittm', 'excel', 'software', 'state assisted', 'client services coordinator', 'sql', 'access', 'ferpa (federal education right to privacy act', 'funding & settlement coordinator', 'crm', 'powerpoint', 'microsoft', 'microsoft certified systems engineer', 'information technology coordinator', 'student operations specialist', 'vista/7/8', 'order', 'state basic', 'funding & settlement coordinator/office', 'troubleshoot', 'operations', 'data', 'cashier', 'time matters', 'cfo', 'hardware, council', 'microsoft certified systems', 'ucap', 'accet', 'towson university', 'ms excel', 'sec', 'p.a. office administrator/billing', 'communication', 'state business finance', 'ms windows, windows 2000', 'answer', 'new accounts clerk', 'ms windows xp', 'microsoft excel', 'b.s :', 'vista', 'council for continuing education']",0.4,0.0,Master,0.025000000000000005,233,"['information', 'software', 'ms', 'excel', 'legal', 'windows', 'company', 'ï¼', 'city', 'state', 'basic', 'microsoft', 'office', 'billing', 'assisted', 'data', 'clients', 'client', 'student', 'records']",0.008795275163469991,0.6047239266964934,0.015367835603285848
912,Manager,"['hale high school - city', 'education high school', 'â â â', 'â â strength', 'leadership', 'skills customer satisfaction weight', 'state carefully', 'oversees', 'petra industries', 'voxware voice logistics software', 'murray state college tishomingo', 'logistics', 'trains sales associates', 'communication', 'tracking results & coaching', 'security & loss', 'ladies fitness 01/2014']",0.2,0.0,Associate,0.0,143,"['personal', 'training', 'fitness', 'customer', 'equipment', 'company', 'city', 'state', 'orders', 'pallet', 'jack', 'product', 'performs', 'maintains', 'inventory', 'materials', 'supplies', 'sales', 'clients', 'store']",0.008136949997239575,0.6563189240989405,0.015366324359766464
388,Manager,"['learning & technology 2012 doctorate', 'university learning & technology bachelor of science , information technology management information technology management', 'microsoft networking â', 'vmware, desktop & fusion â', 'higher education', 'excel', 'utah valley university skills photoshop', 'university associate of applied science , multimedia technologies multimedia technologies', ""the utah department of health's"", 'course management software experience information technology instructor', 'powerpoint â', 'microsoft â', 'php', 'project management', 'microsoft networking, outlook, powerpoint', 'â', 'wiring', 'coe', 'state prepare', 'created technology', 'health & natural resources', 'health', 'state', 'quarkxpress', 'php / database', 'the utah dept', 'dreamweaver â·', 'hardware', 'fireworks â', 'mac os installation & repair â', 'concordia university', 'html coding', 'html', 'dreamweaver, fireworks', 'data analysis', 'counsel', 'customer', 'natural', 'the state of utah', 'curriculum data analysis other â', 'network management', 'novell', 'current company name', 'database, department of health', 'highlights media design productivity other â', 'indesign']",0.2,0.0,Bachelor,0.0,181,"['information', 'technology', 'experience', 'curriculum', 'computer', 'training', 'management', 'advanced', 'customer', 'service', 'analysis', 'student', 'jan', 'state', 'help', 'desk', 'staff', 'health', 'department', 'education']",0.008124459467689091,0.6553377297553771,0.015341564811034046
797,Manager,"['adobe', 'finance', 'leadership', 'sap bpc', 'excel', 'oklahoma state university city', 'mara institute of technology', 'treasury', 'office - excel', 'gl', 'vba', 'budget', 'microsoft', 'myr', 'hsbc', 'ctos', 'ap', 'financial reporting', '7,000', 'sap', 'draft', 'division', 'gpa', 'cost accounting', 'accounts executive junior', 'ar', 'group head office', 'power point', 'accounts payable', 'prepare', 'communication', 'oversees', 'hyperion', '08/2015 company name industry : financial services', 'microsoft office', 'polymath', 'iscala ar / credit system - ctos', 'financial, financial accounting', 'the budget report for the division', 'credit', 'bankers acceptance']",0.2,0.0,Bachelor,0.0,185,"['financial', 'reporting', 'analysis', 'accounting', 'software', 'sap', 'credit', 'budget', 'general', 'accounts', 'cash', 'company', 'monthly', 'preparation', 'management', 'responsible', 'tax', 'banking', 'finance', 'closing']",0.008114169290910642,0.654529384263821,0.015321166946205222
661,Administrator,"['ms office', 'ms excel - vlook', 'excel', 'skills excel', 'indesign, ms office', 'dean of liberal arts & sciences prepared', 'maintained', 'escreen', 'peoplesoft', 'ecourses', 'sap', 'state', 'taleo', 'american intercontinental university', 'student body human resources communications', 'adobe professional', 'the learning management system', 'il bachelor of fine arts', 'outlook ms', 'ms excel', 'adp enterprise', 'assisted', 'vlookup & pivot', 'labcorp', 'communication', 'state managed &', 'microsoft sharepoint', 'illustration, illustrator,', 'adp', 'scanned', 'learning management systems', 'usability', 'wellness', 'sharepoint', 'new hires', 'us american intercontinental university schaumburg', 'integration, integrator, intranet, intranet content, learning management, learning management system', 'learning management system', 'applicant tracking system', 'department', 'human resources']",0.2,0.0,Master,0.0,213,"['hr', 'new', 'hire', 'paperwork', 'ms', 'excel', 'tables', 'sharepoint', 'adp', 'maintained', 'company', 'ï¼', 'city', 'state', 'administrative', 'support', 'human', 'resources', 'learning', 'management']",0.008101407798533496,0.6535269044181689,0.015295870277146219
188,Sales Representative,"['jersey village high school - city', 'skills work history finance', 'microsoft', 'finance', 'powerpoint', 'tx', 'state skills', 'excel', 'lone star community college - city', 'state prepare', 'catering specialist 01/2012 to 06/2012 company', 'texas a&m university', 'quickbooks', 'data analysis']",0.2,0.0,Bachelor,0.0,80,"['college', 'skills', 'customer', 'service', 'history', 'company', 'city', 'state', 'prepare', 'financial', 'statements', 'database', 'orders', 'corpus', 'christi', 'order', 'client', 'lawn', 'texas', 'star']",0.00809875292279732,0.6533183504857939,0.01529060760794531
895,Manager,"['il human resources', 'bureau of operations intact family services billing process manual', 'excel', 'windows xp', 'the intact services', 'state wfhm diversity program', 'prepare billings', 'coach', 'notify the purchase of service (', 'microsoft', 'powerpoint', 'sacwis', 'includingâ', 'cfs', 'state', 'senior management', 'contribute', 'training healthcare administration- human resources', 'information security', 'communication', 'letters', 'hiring, human resources', 'kaplan university', 'united states business administration management', 'iris', 'current company name', 'mentoring, access', 'myrounding application', 'billing, billings']",0.2,0.0,Bachelor,0.0,167,"['patient', 'advocate', 'management', 'human', 'ï¼', 'city', 'state', 'business', 'staff', 'review', 'reports', 'work', 'created', 'intact', 'team', 'pos', 'agency', 'incorrect', 'completed', 'billing']",0.00808386103279117,0.6521485171188461,0.015261087924665687
384,Manager,"['leadership', 'excel', 'microsoft', 'trust control reconciliation specialist', 'critical thinking', 'financial', 'state prepare', 'crx', 'state process', 'cecil county community college', 'quickbooks', 'sap', 'expert', 'state', 'hsa', 'ms office suites, payroll', 'accurate', 'state performing payroll', 'call center', 'wilmington university', 'reviewers', 'communication', 'quality assurance', 'microsoft office', 'the review department', 'risk management', 'state led', 'review/reconcile']",0.2,0.0,Master,0.13733333333333336,137,"['work', 'customer', 'management', 'financial', 'general', 'accounting', 'audit', 'new', 'company', 'ï¼', 'city', 'state', 'reports', 'marketing', 'process', 'payment', 'analyze', 'review', 'claims', 'reviewer']",0.007651584868655156,0.6841811539311778,0.015236802069327446
613,Manager,"['rutgers school of criminal', 'customer service specialist', 'recruitment, sales, sales staff', 'branch', 'financial management', 'retro fitness', 'bilingual professional', 'success', 'strong people management', 'â€¢ financial', 'gpa', 'customer service', 'problem-solving', 'list languages bilingual professional', 'â€¢ reinforce', 'state', 'the state university of new jersey']",0.0,0.0,Bachelor,0.16666666666666666,146,"['manager', 'customer', 'service', 'support', 'sales', 'implementing', 'proactive', 'company', 'standards', '10', 'great', 'team', 'success', 'increase', 'ï¼', 'city', 'state', 'members', 'training', 'skills']",0.00682342496019615,0.7485425133654879,0.015228035810384734
787,Sales Representative,"['soldering', 'assembler', 'owned', '01/1995 repair specialist company name', 'illinois skills', 'lcd cdu', 'vocational school capital', 'mechanical', 'wires cutting machine operation', 'piu', 'scu', 'phones', 'state repair circuit boards', 'lcd', 'paint']",0.0,4.0,Associate,0.0,61,"['operator', 'ess', 'wire', 'cutting', 'working', '01', '1999', 'company', 'paint', 'repair', 'soldering', 'wave', 'solder', 'cut', 'years', 'lcd', 'mechanical', 'painter', '1995', 'video']",0.008311270920623665,0.6315718696626034,0.015226864827178008
411,Manager,"['core competencies competition analysis - ability', 'facilities', 'excel', 'boston post', 'state driving', 'state implementing', 'budget', 'hmis', 'microsoft', 'financial analysis', '02/2008 clinic manager company', 'roles', 'state', 'operations', 'outlook, power point', 'nurse university of washington', 'problem', 'current program', 'communication', 'healthcare university of phoenix ï¼\u200b city', 'driving, environmental health', 'housing and financial institutions', 'all environmental health & safety goals & objectives', 'power point software', 'safety', 'facility', 'business management']",0.2,0.0,Master,0.04545454545454544,146,"['manager', 'financial', 'experience', 'business', 'management', 'skills', 'staff', 'new', 'development', 'firm', 'strategies', 'clients', 'company', 'ï¼', 'city', 'state', 'operational', 'care', 'marketing', 'market']",0.007920270540262855,0.6611390451515466,0.015212381918331528
696,Manager,"['aed certified', 'xrkade interactive fitness zone', 'asu', 'issa personal trainer certification', 'wellness', 'total health program', 'leadership', 'core qualifications extensive', 'state delivered', 'state recreation management marketing skills', 'cardiac rehab', 'cpr', 'certified fitness trainer professional summary energetic', 'the personal training program', 'creativity', 'asu hepels department', 'state', ""ti's""]",0.0,0.0,Bachelor,0.1897727272727273,137,"['fitness', 'experience', 'programs', 'wellness', 'including', 'members', 'exercise', 'personal', 'training', 'physical', 'sales', 'membership', 'company', 'city', 'state', 'member', 'health', 'goals', 'program', 'facility']",0.006733402130130078,0.752573470592638,0.015189669998282543
563,Manager,"['ms office', 'safeway', 'leadership', 'committed to excellence ms office', 'teamwork', 'project management', 'project business', 'cad', 'microsoft office proficient', 'time management', 'specialist & coordinator 07/2013', 'state', 'project management university of wisconsin city', 'driven', 'state created', 'kinesiology california state university', 'state fitness strategy specialist', 'problem', 'communication', 'microsoft office', 'plus one', 'state project management b.s :']",0.2,0.0,Master,0.16792929292929293,181,"['senior', 'sports', 'recreation', 'project', 'management', 'company', 'office', 'health', 'facility', 'new', 'equipment', 'fitness', 'center', 'team', 'programs', 'wellness', 'training', 'city', 'state', 'client']",0.007513457089932189,0.6880321994947348,0.015148487907764583
105,Unknown Role,"['healthcare', 'leadership', 'healthsmart', 'team', 'american red cross blood bank center greater birmingham humane', 'â professional experience preventative healthcare', 'preventative healthcare intern professional summary driven', 'community health advisor', 'state', 'the ""train the trainer', 'data entry excellence leadership strong', 'usa', 'veterans) habitat for humanity', 'nansemond river high school', 'medicare', 'undergraduate researcher', 'state assist', 'additional informationvolunteer university of alabama at birmingham firehouse shelter', 'national society of collegiate', '2016 university of alabama', 'medicaid']",0.0,0.0,Bachelor,0.0,143,"['healthcare', 'intern', 'strong', 'patient', 'education', 'health', 'care', 'birmingham', 'city', 'state', 'skills', 'community', 'changes', 'related', 'ensured', 'information', 'maintained', 'policies', 'regulations', 'nursing']",0.007904427090067757,0.6572734951635831,0.01514790713131776
592,Manager,"['sr', 'pepsi costumer service accounts', 'state assist general', 'racquetball league', 'excel', 'safety, sales', 'customer service', 'general managers for la fitness', 'gm', 'business operations', 'costumer service', 'microsoft', 'north jersey la fitness', 'strategic planning', 'federal dot', 'state develop', 'state leading', 'skills acquisitions', 'driver', 'upper management', 'state', 'cdl', 'racquetball leagues', 'office', 'u.s. key', 'state worked', 'pepsi', 'new jersey club', 'highest', 'corporate office', 'truck safety', 'data analysis', 'state business administration', 'microsoft excel', 'sales management', 'co-general managers']",0.2,0.0,Bachelor,0.08125,163,"['general', 'manager', 'marketing', 'sales', 'service', 'management', 'new', 'company', 'city', 'state', 'customer', 'jersey', 'club', 'driver', 'pepsi', 'business', 'corporate', 'strategic', 'programs', 'members']",0.007777028739489742,0.6670867706736323,0.015145452989339442
207,Engineer,"['budget and program development washington state ferries leadership:', 'university of washington', 'i-90', 'skills work history 01/2014', 'leadership', 'excel', 'the program management for the awv program', 'budget and program development company name', 'organizational development director professional summary strategically', 'aviation services and planning company name', 'budget', 'program management company name', 'powerpoint', 'the bored tunnel', 'joint legislative audit review committee aviation division', 'the wsdot pilot', 'state directed', 'state government relations and communications wsdot toll division leadership', 'the aviation system plan', 'evans school', 'state', 'microsoft project', 'budget and program development for wsdot ferries division', 'the wsdot toll division', 'sound transit', 'communication', 'wsdot', 'university executive management program', 'sound transit sound move', 'awv', 'hyperion', 'additional information non-profit', 'current government relations', 'pan am', 'program development, program management', 'state aviation policy', 'executive management', 'oracle', 'the wsdot aviation division']",0.2,0.0,Bachelor,0.2236363636363637,187,"['government', 'relations', 'communications', 'development', 'director', 'leadership', 'company', 'city', 'state', 'wsdot', 'division', 'projects', 'project', 'delivery', 'budget', 'program', 'management', 'new', 'greco', 'aviation']",0.007327123190286633,0.7001625644955157,0.015116855631218494
113,Analyst,"['finance', 'state performed', 'excel', 'business accounting chartered institution of management accountant uk languages', 'critical', 'ubs switzerland ag', 'collaborated with auditors, banks, tax returns & vat', 'critical thinking', 'â â â â â â â â â specialisation', 'ul ag', 'state monitor', 'barclays suisse sa', 'sap', 'sap b1 (rising tide gmbh', 'state prepared p', 'sap b1', 'state', 'current financial accountant company name', 'highlights financial', 'financial control analyst company name', 'p&l', 'process', 'project accountant & administrator company name', 'sap, hyperion, essbase, cognos accounting software', 'calculate', 'temenos', '09/2014 accountant analyst company name']",0.0,0.0,Bachelor,0.11717171717171716,156,"['financial', 'accountant', 'company', 'analysis', 'management', 'accounting', 'sap', 'reporting', 'prepared', 'reports', 'ï¼', 'city', 'state', 'monthly', 'account', 'provide', '12', 'analyst', '2014', '06']",0.006901185479906357,0.7308681495052998,0.015082108551819155
256,Developer,"['finance', 'monthend', 'app', 'g/l', 'invoice processing', 'process developer', 'ap', 'preparation of bank reconciliation statement', 'sap', 'consultant prepare', 'hfm', 'bank', 'financial statements', 'bank reconciliation, banking, billing', 'query', 'accounts payable', 'accounts receivable', 'specialist auditing expert', 'general ledger,', 'bank reconciliation', 'cash application and/or adjustments process', 'computer application computer application personal information date', 'governmental']",0.0,0.0,Master,-0.2,174,"['financial', 'reporting', 'accounting', 'account', 'reconciliation', 'general', 'ledger', 'sap', 'payable', 'experience', 'accounts', 'cash', 'invoice', 'application', 'process', 'balance', 'loss', 'statement', 'bank', 'payment']",0.007867964367726021,0.6544091636900433,0.015075628326236856
236,Teacher,"['west virginia university city', 'autism spectrum disorders', 'chairperson - corporate', 'building wellness committee', 'broad foundation scholarship', 'state development and extra duties', 'common core standards', 'google classroom implemented - google', 'member - building reading committee', 'psychologists', 'state', ""marzano's model"", 'future of educational technology tours', 'ocps', 'unify - summer 2016', 'deliberate practice elements', 'attendee professional learning communities conference (plc - 2013', 'edmoto', 'professional learning community (plc', 'viewpath', 'collegiality and professionalism', 'state education', 'data analysis', 'seton hill university city', 'iste', 'garageband ms office', 'state developed', 'canvas', 'skills proficient', 'the florida department of education', 'awarded ocps foundation']",0.2,3.0,Master,0.12105699855699857,78,"['english', 'language', 'teacher', 'learning', 'instructional', '2014', 'education', '2015', 'ocps', 'selected', 'technologies', 'program', 'member', 'professional', 'state', '08', 'company', 'city', 'staff', 'school']",0.008353021013644968,0.6161390270241751,0.015073527827977646
363,Unknown Role,"['core qualifications team building team leadership communication skills planning organizational skills professional experience group fitness instructor', 'centennial high school gpa', 'tx', 'texas tech languages speak', 'leadership', 'christian sorority', 'gpa', 'communication', 'alphabest', 'collin college full', 'coach, human resource', 'training and development', 'group fitness instructor executive summary', 'time management', 'education', 'texas tech']",0.2,0.0,Associate,0.0,34,"['group', 'fitness', 'instructor', 'professional', 'leadership', 'skills', 'team', 'company', '2011', 'june', '2013', 'school', 'children', 'student', 'city', 'gpa', 'time', 'basic', 'read', 'spanish']",0.00797059788315983,0.6432511231930507,0.01503657026418143
825,Engineer,"['state implement', 'state technical training', 'microsoft', 'lean sigma health care', 'compute', 'westhills college - city', 'usa continuing education', 'skills state certified nurse', 'nov 2011 company name - city', 'cpr', 'lean sigma cpr', 'nas oceana', 'state determine', 'communication', 'state', 'chevron coalinga']",0.2,0.0,Associate,0.35000000000000003,209,"['work', 'maintenance', 'state', 'equipment', 'personnel', 'monitor', 'records', 'production', 'repair', 'procedures', 'training', 'safety', 'inspect', 'examine', 'tools', 'employee', 'materials', 'parts', 'using', 'aircraft']",0.006896569446130354,0.7270594507665132,0.015029478921069615
175,Manager,"['team', 'state']",0.0,0.0,Associate,0.175,37,"['high', 'manager', 'company', 'staff', 'new', 'training', 'savvy', 'team', 'store', '2012', 'ï¼', 'state', 'managed', 'recruiting', 'customer', 'service', 'increase', 'sales', 'reconciling', 'satisfaction']",0.006690901780887294,0.7421364013396154,0.015015861520298225
974,Manager,"['hospital', 'skill highlights management committed', 'leadership', 'university', 'cardiac', 'drug and alcohol', 'customer service', 'avartar system familiarity', 'holiday chef/tacoma detoxification center provided', 'the us army', 'physical fitness instructor critical', 'attend', 'withdrawal management avade instructor', 'ssg', 'practical nurses world tae', 'gpa', 'federation american cancer society', 'patient care', 'rehabilitation', 'metropolitan development council', 'squad', 'detox and rehabilitation', 'communication', 'current program', 'training city university', 'physical', 'wgu', 'affiliations national federation of license', 'skills registered', 'program', 'patient care,', 'corporate administration']",0.2,0.0,Master,0.75,118,"['program', 'manager', 'professional', 'staff', 'scheduling', 'patient', 'care', 'detoxification', 'nurse', 'make', 'skills', 'rehabilitation', 'management', 'bed', 'center', 'ensure', 'patients', 'instructor', 'provide', 'gpa']",0.00565339987661346,0.8216064144557133,0.014990236110376528
15,Manager,"['value-added improvements driven', 'boosted', 'inventory', 'finance', 'omni', 'leadership', 'excel', 'oversee', 'bba', 'various crm systems', 'data analysis, finance', 'finance kathmandu university - city summary financial operations', 'financial modeling', 'salesforce', 'crm', 'slack accounting auditing budget cash', 'in business administration', 'quickbooks', 'operations', 'financial analyst', 'communication highlights microsoft office', 'slack, accounting', 'business administration', 'communication', 'operations management', 'data analysis', 'auditing policies & procedures', 'microsoft office suite', 'microsoft office suite operations management policies process', 'wales university - city']",0.4,0.0,Master,0.09686147186147186,177,"['finance', 'operations', '07', 'monitor', 'policies', 'cash', 'financial', 'sales', 'reports', 'performance', 'data', 'cost', 'inventory', 'management', 'budget', 'month', 'process', 'analysis', 'locations', 'auditing']",0.008379549199502028,0.6065967440087435,0.014979425359206298
635,Manager,"['microsoft publisher', 'pcb', 'lean manufacturing', 'leadership', 'erp - netsuite', 'highlights experienced', 'quality specialist', 'printed circuit board', 'standard operating procedures', 'state successfully', 'jet propulsion fuel', 'microsoft', 'ms access', 'ms word business management software', 'quality control', 'root cause analysis', 'qa', 'ms excel', 'statistical process control', 'communication', 'qa/qc/audits', 'knowledgeable', 'german - basic conversational (speak', 'msds', 'microsoft office', 'jewelry and electronic', 'technical manuals', 'dedication', 'ms power point', 'operational equipment efficiency', 'education university of maryland university college 2002 bachelor of science : information systems management information systems management', 'oee', 'insight quality services asian']",0.2,0.0,Master,0.1309201388888889,165,"['production', 'specialist', 'quality', 'improvements', 'safety', 'operations', 'control', 'lean', 'management', 'process', 'manufacturing', 'improvement', 'systems', 'company', 'city', 'operational', 'equipment', 'developed', 'personnel', 'ms']",0.007515226260796654,0.6703878870917075,0.014927622286358631
564,Sales Representative,"['credit card', 'state oversaw', 'ms office', 'sc worked', 'new sales', 'abc studios/army wives television production - charleston', 'belk - boone', 'cardiology, documentation, medical insurance, medical records', '08/2008medical receptionist cardiovascular consultants', 'ga checked', 'llc - savannah', 'highlights s kills critical', 'american military university', 'critical thinking', 'microsoft office suite quality', 'eyeglass world', 'types', 'optometry technician eyeglass world', 'state', 'appalachian state university - boone', 'wv appalachian state university', 'greetings', 'intraocular', 'communication', 'child performer welfare advocate city', 'quality assurance', 'microsoft office', 'bridal consultant/sales associate', 'sc responsible', 'skills associate']",0.2,4.0,Master,0.2127840909090909,180,"['child', 'performer', 'patient', 'office', 'medical', 'city', 'state', 'performers', 'kept', 'time', '2007', 'patients', 'practice', 'physicians', 'accounts', 'vendors', 'sales', 'bride', 'groom', 'cash']",0.008236228358560952,0.6125993644129265,0.014913110702169614
416,Engineer,"['skills new', 'created the right environment', 'cummins connect', 'leadership', 'state wag', 'excel', 'budget, conferences', 'ccw', 'trainings', 'stateindiana state teachers', 'edge, file management', 'content', 'arts', 'the talent management', 'talent management hr associate', 'project management', 'the installation quality audit', 'basic, budget planning', 'powerpoint', 'ariba', 'onboarding', 'indiana university purdue university - city', 'performance management', 'outlook 365 result', 'time management', 'ces', 'q1 2015 conferences', 'po', 'project management, quality', 'revie coordinating', 'global off-highway customer engineering application engineers result', 'workshops', 'time', 'communication', 'data analysis', 'ces site onboarding', 'ucc', 'the tier 4 final training', 'project coordinator associate professional summary â ces talent management', '01/2003', 'state developed', 'team building', 'project based learning', 'training and development coordinator', 'process improvement', 'ces ces intern events evaluated', 'team installation quality audit reports', 'document management']",0.4,0.0,Bachelor,0.109375,129,"['project', 'ces', 'management', 'company', 'onboarding', 'programs', 'team', 'training', 'processes', 'new', 'city', 'state', 'result', 'process', 'conferences', 'support', 'learning', 'performance', '01', 'classroom']",0.00829136679094942,0.605682451842771,0.01488048920928051
998,Manager,"['state oversaw', 'ms office', 'state accounting bachelor of science : finance', 'core qualifications â', 'excel', 'â', 'current company name', 'skills', 'communication']",0.2,0.0,Master,0.1,44,"['dealership', 'finance', 'manager', 'company', 'city', 'state', 'credit', 'financing', 'issues', 'policies', 'procedures', 'loan', 'applications', 'prepared', 'reports', 'financial', 'accounting', 'examples', 'preparing', 'skills']",0.00849676818281684,0.5884823504004448,0.014867054805146118
926,Manager,"['state enforce', 'professional international athlete company name', 'american cancer society hubbard', 'learning jacksonville university', 'critical thinking', 'leadership', 'highlights active', 'alsoâ', 'state evaluate', 'time management service orientation critical thinking reading comprehension systems analysis instructing judgment', 'state greet', 'graduated cum laude honors', '10/2014 seasonal activities coordinator company name', 'house christian fellowship church', 'state assess', 'time management', 'state', '09/2011 rental agent company name']",0.0,0.0,Master,0.1,123,"['child', 'company', 'customers', 'service', 'sports', 'ï¼', 'city', 'state', 'services', 'problems', 'maintain', 'records', 'information', '2014', 'provide', 'activities', 'merchandise', 'rules', 'performance', '2011']",0.006827510287592533,0.7168293984655827,0.014831959076728522
971,Manager,"['customer service representatives', 'telephone banker/ customer service', 'leadership', 'community', ""social work st. bridget's college"", 'business bankers', 'personal banker and business advocate', 'social work skills leadership marketing motivation', 'project management', 'u.s. bank', 'state', 'interpersonal skills staff-retention programs start-ups', 'communication', 'oct 2009 company name', 'operation management negotiation skills new business development operations start-up organizational restructure and change outsourcing performance analysis problem resolution project management project planning public relations sales', 'financial advisors', 'state engaged', 'telephone bankers', 'customer satisfactions', 'sales analysis service quality improvement, staff development staff motivation', 'state played', 'the nation received highest quality score award']",0.2,0.0,Bachelor,0.09992424242424243,131,"['personal', 'banker', 'business', 'sales', 'goals', 'client', 'customer', 'experience', 'received', 'award', 'customers', 'bankers', 'service', 'ï¼', 'city', 'services', 'products', 'branch', 'loan', 'new']",0.007546029018203799,0.6579137437569437,0.014800765068835963
169,Engineer,"['netscaler', 'barracuda spam & virus firewalls', 'skills platforms', 'norton ghost troubleshooting', 'dell', 'mcafee virus scan', 'desktop & application deployment times', 'group policy', 'spam', 'the s.b.a. domain supported', 'â â', 'sony laptops', 'citrix', 'dns', 'copy machines', 'utilities', 'network engineer sep', 'ibm', 'microsoft exchange', 'microsoft', 'project management', 'system center configuration', 'lan', 'epolicy orchestrator', 'ftp', 'hp laser jets', 'state administered', 'illustrator', 'cio', 'information systems management certificate project management certificate', 'â installed', 'r2', 'organizational units through active directory created', 'systems administration', 'mcafee enterprise', 'information technology', 'â â ms office', 'intel', 'virus', ""wilkes & mchugh's"", 'communication', 'desktop computers implemented group policy objects', 'performed', 'desktop platforms', 'adware', 'wan', 'server', 'inter-telâ â â', 'win', 'vmware', 'toshiba', 'university of maryland university college', 'networks', 'microsoft certified technology specialist', 'cca', 'ms office suite managed', 'malware']",0.2,0.0,Master,0.06035353535353536,252,"['information', 'technology', 'manager', 'network', 'planning', 'systems', 'business', 'management', 'windows', '2003', 'server', 'desktop', 'software', 'company', 'ï¼', 'city', 'new', 'using', 'servers', 'support']",0.0076623178563103,0.648034677791837,0.01479137812665407
931,Analyst,"['working', 'leadership', 'avaya phone', 'navinet', 'ibm', 'sliq', '07/2011 customer service', 'bcbsde', 'keep', 'skills customer', 'etm', 'collaborate', 'its/formats', 'state', 'facets', 'training present behavioral science wilmington university', 'avaya', 'team collaboration problem', 'research', 'state evaluated', 'update', 'ocr', 'edi enrollment specialist company name', 'bluechip', 'communication', 'medicare', 'bluecard', 'verbal', 'bluesquared', 'wgs', 'certificates of credible coverage', 'sharepoint', 'state receive', 'mhs', 'idm', 'medicaid', 'mgu']",0.2,0.0,Associate,0.05,141,"['claim', 'service', 'customer', 'team', 'company', 'ï¼', 'city', 'state', 'regarding', 'benefits', 'information', 'providers', 'processing', 'new', 'claims', 'systems', 'issues', 'members', 'provider', 'provided']",0.00768822892437886,0.6450951402100403,0.014779971156358032
657,Manager,"['state international business/ politics', 'leadership', 'brueggers bagels outstanding achievement', 'state direct', 'associate of international business : international business/ politics monroe community college', 'warner', 'teamwork', 'coach', 'arts', 'personnel, persuasion', 'critical thinking', 'state monitor', 'time management', 'first-line supervisors of retail sales workers greet', 'monroe community college for international business/ politics', 'communication', 'negotiation', 'time management additional information community service volunteer', 'repairing, retail sales', 'human resources']",0.2,12.0,Associate,0.0,338,"['customers', 'international', 'business', 'politics', 'ï¼', 'city', 'state', '2014', 'sales', 'customer', 'needs', 'merchandise', 'maintain', 'prepare', 'ensure', 'dancers', 'dance', 'students', 'activities', 'children']",0.010774498068957392,0.4022215327200773,0.01477452641554428
269,Sales Representative,"['supervisor', 'hero automotive', 'quality', 'dodge', 'aftermarket radiator company', 'new operators', 'excel', 'customer service rep company name', 'ne', 'skills automotive', 'strong organizational skills telecommunication', 'cold', 'communication', 'knowledgeable', 'customer']",0.2,0.0,Associate,0.175,183,"['sales', 'experience', 'customer', 'service', 'orders', 'quality', 'company', 'excel', 'team', 'business', 'inventory', 'strong', 'skills', 'phone', 'product', 'calls', 'customers', 'new', 'products', 'equipment']",0.00730055435830064,0.6747051613557423,0.014769325156988113
