ID,ID,Years_of_Experience,Education_Level,Spell_Check_Ratio,Section_Score,Brevity_Score,Skill_Count,Technical_Score,Managerial_Score,Overall_Score,Extracted_Skills
256,256,7,Master,0.9611197511664075,1.0,0.8925,1,0.49,0.5731181818181819,0.6532974296620953,['organization']
369,369,28,Bachelor,0.9619718309859155,0.8,0.725,4,0.64,0.4935,0.6527471830985916,"['communication', 'leadership', 'organization', 'initiative']"
461,461,17,Master,0.9766483516483516,1.0,0.6799999999999999,4,0.7,0.3566125541125541,0.6526486013986014,"['communication', 'problem-solving', 'organization', 'customer service']"
587,587,14,Master,0.9438700147710487,0.7,0.8075,6,0.78,0.31529634002361273,0.6517259034841887,"['communication', 'analytical skills', 'organization', 'attention to detail', 'customer service', 'critical thinking']"
326,326,16,Master,0.9631336405529954,0.7,0.32999999999999996,8,0.8600000000000001,0.36126242784992785,0.6516920924102779,"['communication', 'leadership', 'time management', 'analytical skills', 'organization', 'customer service', 'decision making', 'initiative']"
295,295,27,Associate,0.9241573033707865,1.0,0.72,0,0.42,0.7308939393939394,0.6516839121552604,[]
969,969,9,Master,0.9788732394366197,0.8,0.725,1,0.55,0.6037592975206612,0.6515151131998604,['customer service']
827,827,8,Master,0.9650499286733238,1.0,0.5,2,0.56,0.6013825494893457,0.6509197577141361,"['communication', 'organization']"
944,944,10,Other,0.9674502712477396,0.9,0.8825000000000001,3,0.48,0.6128436404864976,0.6508481192707233,"['communication', 'leadership', 'organization']"
739,739,18,Associate,0.9775280898876404,0.9,0.72,7,0.7,0.3694561303103676,0.6505896480818742,"['communication', 'leadership', 'time management', 'organization', 'attention to detail', 'customer service', 'interpersonal skills']"
381,381,15,Bachelor,0.9668571428571429,0.8,0.3125,6,0.72,0.5150067861715749,0.6504377501371867,"['time management', 'analytical skills', 'organization', 'customer service', 'multitasking', 'flexibility']"
162,162,17,Master,0.9785604900459418,1.0,0.8674999999999999,3,0.6599999999999999,0.3393246119733925,0.6504034325966119,"['leadership', 'customer service', 'initiative']"
629,629,11,Associate,0.9773755656108597,0.9,0.8425,1,0.45999999999999996,0.6456356143856143,0.6496782408767703,['organization']
959,959,28,Master,0.9826224328593997,1.0,0.9175,3,0.6599999999999999,0.31783991518685395,0.649364217841996,"['leadership', 'organization', 'customer service']"
910,910,22,Bachelor,0.9608938547486033,0.7,0.5,1,0.52,0.7491887226697354,0.6488460022757809,['time management']
225,225,17,Bachelor,0.9828496042216359,1.0,0.605,6,0.72,0.33925292207792207,0.6485608370455401,"['communication', 'leadership', 'time management', 'organization', 'attention to detail', 'initiative']"
314,314,11,Master,0.95372460496614,0.7,0.5,1,0.58,0.668543771043771,0.6479355918097452,['customer service']
83,83,6,Bachelor,0.9726775956284153,1.0,0.5,5,0.56,0.588379020979021,0.6477814658565478,"['communication', 'leadership', 'organization', 'customer service', 'interpersonal skills']"
968,968,9,Bachelor,0.9455006337135614,0.9,0.5275000000000001,3,0.5700000000000001,0.6052058319039451,0.6468618129425396,"['communication', 'organization', 'initiative']"
887,887,8,Master,0.9764890282131662,1.0,0.905,4,0.64,0.34206000000000003,0.6467669028213165,"['communication', 'time management', 'organization', 'professionalism']"
275,275,12,Associate,0.9673024523160763,0.8,0.665,2,0.5,0.6776694915254238,0.6465310926892348,"['customer service', 'initiative']"
770,770,10,Master,0.9705426356589147,0.8,0.8875,5,0.74,0.2823882512836001,0.6465207389509715,"['communication', 'time management', 'organization', 'customer service', 'flexibility']"
72,72,17,Bachelor,0.9357262103505843,0.7,0.5,1,0.52,0.7487041083916084,0.646183853552541,['customer service']
41,41,14,PhD,0.9670750382848392,1.0,0.5,4,0.76,0.3161291208791209,0.6455462400922203,"['communication', 'leadership', 'problem-solving', 'organization']"
189,189,16,Master,0.9826446280991735,1.0,0.5,5,0.74,0.33643257575757574,0.64519423553719,"['communication', 'problem-solving', 'organization', 'customer service', 'initiative']"
478,478,13,Bachelor,0.9675925925925926,0.9,0.88,5,0.6799999999999999,0.32789291217257316,0.6451271329110311,"['communication', 'problem-solving', 'adaptability', 'organization', 'customer service']"
55,55,14,Master,0.970828471411902,0.8,0.35750000000000004,2,0.62,0.6142375366568915,0.6451041081382577,"['communication', 'customer service']"
468,468,11,PhD,0.9557251908396946,0.9,0.8625,4,0.76,0.230797342192691,0.6450617217417768,"['communication', 'leadership', 'organization', 'initiative']"
601,601,29,Master,0.9850249584026622,0.8,0.9975,3,0.6599999999999999,0.34230051406926404,0.6449426500610453,"['communication', 'leadership', 'customer service']"
159,159,37,Master,0.9115942028985508,0.9,0.775,4,0.7,0.3529758812615955,0.6445521846683337,"['leadership', 'problem-solving', 'creativity', 'organization']"
174,174,16,Master,0.9598811292719168,0.9,0.8175,4,0.7,0.32195285714285715,0.6443239700700487,"['communication', 'leadership', 'time management', 'attention to detail']"
668,668,26,Associate,0.9453734671125975,0.7,0.25749999999999995,4,0.5800000000000001,0.7393510313216196,0.6440926561077456,"['communication', 'leadership', 'creativity', 'initiative']"
79,79,9,Bachelor,0.9598965071151359,0.8,0.5675,2,0.53,0.6640008378718056,0.6439399020730553,"['communication', 'time management']"
361,361,25,Associate,0.9767873723305478,0.9,0.5,1,0.45999999999999996,0.7397930672268908,0.643616657401122,['organization']
334,334,28,Associate,0.9519306540583137,0.7,0.5,2,0.5,0.7602039507039506,0.6432542506170166,"['leadership', 'customer service']"
660,660,23,Associate,0.9490358126721763,0.8,0.685,1,0.45999999999999996,0.7182576112412178,0.6428808646395829,['leadership']
452,452,24,Master,0.8081896551724138,0.9,0.6599999999999999,5,0.74,0.3658939393939394,0.6425871473354232,"['communication', 'time management', 'attention to detail', 'critical thinking', 'interpersonal skills']"
539,539,10,Master,0.9845938375350141,0.7,0.7150000000000001,7,0.82,0.24852187286397812,0.6425159456126948,"['communication', 'time management', 'organization', 'customer service', 'interpersonal skills', 'initiative', 'professionalism']"
84,84,20,Master,0.9765395894428153,1.0,0.795,3,0.6599999999999999,0.33716293213828424,0.6423028385857668,"['communication', 'leadership', 'interpersonal skills']"
112,112,6,Master,0.9745547073791349,1.0,0.5349999999999999,7,0.7,0.36925146705146705,0.6417309108533535,"['communication', 'teamwork', 'leadership', 'adaptability', 'organization', 'customer service', 'initiative']"
372,372,22,Master,0.9623493975903614,0.8,0.84,4,0.7,0.33824102870813394,0.6417072483714763,"['communication', 'leadership', 'organization', 'initiative']"
965,965,16,Master,0.9585406301824212,0.6,0.9925,4,0.7,0.35527302243211334,0.6416859697478761,"['problem-solving', 'organization', 'customer service', 'interpersonal skills']"
876,876,22,Bachelor,0.8998384491114702,0.8,0.9525,5,0.6799999999999999,0.34680980310012566,0.6412767858411846,"['communication', 'leadership', 'creativity', 'customer service', 'interpersonal skills']"
420,420,24,Associate,0.96,0.8,0.125,4,0.5800000000000001,0.734571001367054,0.6408713004101162,"['communication', 'leadership', 'organization', 'interpersonal skills']"
879,879,45,Associate,0.9520865533230294,0.9,0.8825000000000001,6,0.66,0.3444103896103896,0.6407817722154199,"['communication', 'time management', 'customer service', 'critical thinking', 'initiative', 'reliability']"
546,546,10,Master,0.9829396325459318,0.8,0.595,7,0.82,0.2499200487012987,0.6407699778649828,"['communication', 'leadership', 'problem-solving', 'time management', 'organization', 'customer service', 'interpersonal skills']"
632,632,42,Bachelor,0.9759414225941423,0.8,0.10999999999999999,2,0.56,0.7595902906617192,0.64047122945793,"['communication', 'customer service']"
802,802,18,Master,0.968421052631579,0.9,0.6,5,0.74,0.32160448905932776,0.6393234519809562,"['communication', 'leadership', 'attention to detail', 'customer service', 'initiative']"
664,664,7,Master,0.973724884080371,0.5,0.8825000000000001,3,0.57,0.5844117132867133,0.638946002394051,"['leadership', 'organization', 'customer service']"
138,138,29,Master,0.9737827715355806,1.0,0.5,4,0.7,0.3687435064935065,0.63800132910161,"['communication', 'leadership', 'organization', 'customer service']"
990,990,18,Bachelor,0.9716312056737588,0.9,0.03249999999999997,2,0.56,0.7451645454545455,0.6379624842037396,"['attention to detail', 'reliability']"
462,462,12,Bachelor,0.973314606741573,0.9,0.72,6,0.72,0.3000341184239489,0.6373416962013418,"['leadership', 'time management', 'adaptability', 'organization', 'customer service', 'initiative']"
243,243,28,Master,0.9786163522012579,0.9,0.5125,2,0.62,0.5007419176568113,0.6373342105171692,"['organization', 'customer service']"
775,775,15,Bachelor,0.9786507258753202,0.8,0.5,7,0.76,0.3502015204307887,0.6369255287167687,"['communication', 'leadership', 'time management', 'organization', 'customer service', 'initiative', 'reliability']"
477,477,16,Master,0.9720062208398134,0.9,0.8925,3,0.6599999999999999,0.3202373583862945,0.6365218295998696,"['communication', 'organization', 'customer service']"
570,570,12,PhD,0.960960960960961,0.7,0.835,4,0.76,0.2755909090909091,0.6362733688233688,"['communication', 'attention to detail', 'customer service', 'initiative']"
469,469,27,Master,0.977818853974122,0.8,0.8525,3,0.6599999999999999,0.3634796238244514,0.6360757725447476,"['communication', 'organization', 'customer service']"
153,153,7,Master,0.9703903095558546,0.8,0.6425000000000001,3,0.57,0.5539726143421796,0.6354808152582394,"['leadership', 'analytical skills', 'interpersonal skills']"
25,25,20,Master,0.9603024574669187,1.0,0.5,3,0.6599999999999999,0.41726157073379294,0.6352087169668297,"['leadership', 'organization', 'initiative']"
124,124,16,Master,0.9823609226594301,1.0,0.6575,3,0.6599999999999999,0.356959806016768,0.6350740340709733,"['communication', 'leadership', 'professionalism']"
170,170,18,Master,0.9424657534246575,0.9,0.675,4,0.7,0.3383757763975155,0.6332593082617203,"['communication', 'organization', 'attention to detail', 'customer service']"
645,645,7,Associate,0.9416498993963782,0.7,0.7424999999999999,5,0.53,0.6079375,0.6327962399396379,"['communication', 'leadership', 'time management', 'organization', 'customer service']"
82,82,25,Bachelor,0.9466501240694789,0.6,0.485,1,0.52,0.7355899814471243,0.6318420068410852,['communication']
665,665,17,PhD,0.9642545771578029,0.9,0.5,3,0.72,0.3558495965085639,0.6311803366683495,"['leadership', 'organization', 'customer service']"
611,611,10,Associate,0.9517078916372202,0.7,0.37749999999999995,4,0.5800000000000001,0.6539154929577465,0.631095437051046,"['communication', 'leadership', 'organization', 'customer service']"
498,498,8,Bachelor,0.9721166032953105,0.7,0.5275000000000001,4,0.5800000000000001,0.5952120081411126,0.6305252627718648,"['communication', 'leadership', 'organization', 'customer service']"
204,204,19,Associate,0.9707835325365206,1.0,0.6174999999999999,6,0.66,0.3586194560156824,0.6304141900583567,"['communication', 'leadership', 'organization', 'attention to detail', 'customer service', 'professionalism']"
704,704,25,Master,0.9584775086505191,0.7,0.945,4,0.7,0.29951923076923076,0.630203520095821,"['communication', 'leadership', 'organization', 'customer service']"
144,144,22,Master,0.9786839666357738,1.0,0.5,2,0.62,0.44707974423535646,0.6299923199341844,"['creativity', 'organization']"
553,553,13,Bachelor,0.9725806451612903,0.7,0.95,5,0.6799999999999999,0.3183678321678322,0.6297684141664786,"['communication', 'leadership', 'organization', 'customer service', 'interpersonal skills']"
42,42,15,Master,0.9737089201877934,0.8,0.5,5,0.74,0.3536439393939394,0.6294640738369611,"['communication', 'time management', 'analytical skills', 'organization', 'initiative']"
680,680,41,Master,0.9640062597809077,0.9,0.9025,2,0.62,0.3473664772727273,0.628860569159909,"['communication', 'organization']"
94,94,12,Master,0.967391304347826,0.7,0.89,4,0.7,0.30972537878787876,0.6286567440711461,"['communication', 'teamwork', 'leadership', 'critical thinking']"
782,782,20,Master,0.964451313755796,1.0,0.8825000000000001,2,0.62,0.3189628228913943,0.6283839782429979,"['communication', 'organization']"
725,725,14,Bachelor,0.9662243667068757,0.9,0.4275,7,0.76,0.3149977522477522,0.6278717623450133,"['communication', 'problem-solving', 'creativity', 'organization', 'customer service', 'interpersonal skills', 'initiative']"
411,411,22,Master,0.977639751552795,1.0,0.48750000000000004,4,0.7,0.3378350059031877,0.6278644769262358,"['communication', 'organization', 'customer service', 'initiative']"
534,534,12,Associate,0.9848942598187311,1.0,0.845,6,0.66,0.2687991108891109,0.6276291592486064,"['communication', 'leadership', 'organization', 'customer service', 'interpersonal skills', 'professionalism']"
523,523,12,Master,0.9629005059021922,0.9,0.9825,3,0.6599999999999999,0.2628010291595197,0.6273803593380751,"['communication', 'leadership', 'initiative']"
855,855,20,Associate,0.9456521739130435,0.9,0.19999999999999996,2,0.5,0.7408721590909091,0.6268268651185771,"['time management', 'critical thinking']"
309,309,14,Master,0.9828660436137072,0.8,0.895,3,0.6599999999999999,0.3151357323232323,0.6263273240583404,"['communication', 'leadership', 'customer service']"
844,844,16,Master,0.9647435897435898,0.7,0.94,3,0.6599999999999999,0.33857276057276053,0.6260461871461871,"['teamwork', 'customer service', 'initiative']"
207,207,19,Bachelor,0.9522752497225305,0.8,0.24750000000000005,4,0.64,0.5636168009205984,0.6250625652484326,"['communication', 'leadership', 'organization', 'initiative']"
322,322,6,Bachelor,0.9471153846153846,0.9,0.42000000000000004,5,0.56,0.5811387527566774,0.6250531642885417,"['communication', 'leadership', 'organization', 'attention to detail', 'professionalism']"
654,654,20,Master,0.9851851851851852,1.0,0.8125,2,0.62,0.3233257226644323,0.6247662353178481,"['organization', 'initiative']"
672,672,6,Master,0.8813747228381374,1.0,0.245,5,0.62,0.545916520979021,0.6244124285775201,"['communication', 'leadership', 'organization', 'customer service', 'interpersonal skills']"
714,714,23,PhD,0.9113233287858118,0.9,0.6675,2,0.6799999999999999,0.34787142857142855,0.6242437614500096,"['communication', 'critical thinking']"
306,306,22,Master,0.9661290322580645,1.0,0.5,4,0.7,0.3243040220973057,0.6239041098549981,"['communication', 'teamwork', 'problem-solving', 'customer service']"
845,845,19,Bachelor,0.9808245445829339,0.7,0.5,6,0.72,0.38946334776334773,0.6229214587872977,"['communication', 'leadership', 'problem-solving', 'organization', 'attention to detail', 'customer service']"
812,812,4,Bachelor,0.9854604200323102,0.7,0.9525,5,0.5,0.5303151615826035,0.6228905904780121,"['communication', 'organization', 'attention to detail', 'customer service', 'interpersonal skills']"
296,296,27,Bachelor,0.9786324786324786,0.9,0.5,6,0.72,0.32331685789938214,0.6228583052330625,"['communication', 'leadership', 'organization', 'attention to detail', 'customer service', 'initiative']"
374,374,21,Master,0.9564202334630351,0.7,0.5,4,0.7,0.423786827458256,0.6227780715837803,"['communication', 'leadership', 'creativity', 'customer service']"
783,783,17,Master,0.9847389558232932,1.0,0.5,3,0.6599999999999999,0.36709878246753247,0.622603530322589,"['communication', 'organization', 'customer service']"
552,552,17,Master,0.9795361527967258,0.8,0.6675,4,0.7,0.3236838474025974,0.6218087695004517,"['communication', 'leadership', 'problem-solving', 'organization']"
513,513,24,Associate,0.9457831325301205,0.6,0.745,6,0.66,0.42811839241839245,0.6215138309785297,"['leadership', 'creativity', 'organization', 'customer service', 'flexibility', 'initiative']"
724,724,17,PhD,0.9460526315789474,0.7,0.6,3,0.72,0.36285394932935916,0.6214614479567024,"['communication', 'organization', 'customer service']"
50,50,31,Master,0.9808383233532935,1.0,0.4125,4,0.7,0.3398447765469824,0.621287265299424,"['communication', 'leadership', 'organization', 'customer service']"
131,131,13,Master,0.9542981501632208,1.0,0.2025,6,0.78,0.30994675324675325,0.6206638409903481,"['communication', 'time management', 'organization', 'customer service', 'critical thinking', 'interpersonal skills']"
974,974,16,Master,0.9726775956284153,0.7,0.6699999999999999,4,0.7,0.354275974025974,0.6205505517706337,"['communication', 'leadership', 'organization', 'customer service']"
199,199,11,Master,0.988599348534202,1.0,0.965,2,0.62,0.2569977633477633,0.6204592638577492,"['organization', 'initiative']"
933,933,16,Master,0.9825136612021858,0.8,0.21250000000000002,3,0.6599999999999999,0.5227065217391305,0.6203133226419576,"['leadership', 'organization', 'initiative']"
866,866,11,Associate,0.9688346883468835,0.8,0.655,1,0.45999999999999996,0.6431710526315789,0.619334784624162,['organization']
52,52,28,Associate,0.9716494845360825,0.7,0.5,1,0.45999999999999996,0.7259892393320965,0.6189617202532371,['time management']
212,212,15,Bachelor,0.9770642201834863,0.8,0.31999999999999995,7,0.76,0.3505895238095238,0.6188832791612058,"['communication', 'leadership', 'analytical skills', 'creativity', 'organization', 'attention to detail', 'professionalism']"
164,164,31,Bachelor,0.9859353023909986,1.0,0.7224999999999999,3,0.6,0.3592820346320346,0.6186281406287102,"['communication', 'leadership', 'organization']"
834,834,13,Master,0.9613848202396804,0.7,0.6225,5,0.74,0.3137633324122686,0.6185174817476485,"['communication', 'leadership', 'organization', 'customer service', 'interpersonal skills']"
393,393,30,Master,0.984646878198567,1.0,0.057499999999999996,6,0.78,0.3404997402597403,0.6183646098977789,"['communication', 'leadership', 'time management', 'organization', 'interpersonal skills', 'initiative']"
806,806,20,Associate,0.9744408945686901,0.9,0.935,4,0.5800000000000001,0.350825,0.618191589456869,"['communication', 'leadership', 'organization', 'customer service']"
926,926,9,Master,0.9623655913978495,0.8,0.64,7,0.79,0.2054114922813036,0.6178600068241761,"['leadership', 'time management', 'adaptability', 'organization', 'critical thinking', 'decision making', 'professionalism']"
671,671,26,Master,0.9686162624821684,0.8,0.7475,3,0.6599999999999999,0.3394035812672176,0.6174327006283821,"['communication', 'leadership', 'organization']"
728,728,31,Master,0.954983922829582,0.9,0.945,1,0.58,0.35080143097643096,0.6172388215758875,['communication']
646,646,18,Bachelor,0.9317871759890859,0.8,0.6675,4,0.64,0.4022950738916256,0.6166172397663963,"['communication', 'leadership', 'creativity', 'organization']"
216,216,20,Master,0.9666666666666667,0.9,0.475,4,0.7,0.3373224395857307,0.6153633985423859,"['communication', 'organization', 'customer service', 'initiative']"
690,690,26,Bachelor,0.9609022556390977,0.7,0.8375,4,0.64,0.3637305194805195,0.6149593814080656,"['communication', 'organization', 'attention to detail', 'customer service']"
244,244,26,Master,0.9744623655913979,0.9,0.64,3,0.6599999999999999,0.3302251651856915,0.6145137861148472,"['leadership', 'organization', 'customer service']"
574,574,12,Bachelor,0.9762569832402235,0.9,0.71,1,0.52,0.4897846320346321,0.613561087934412,['communication']
226,226,34,Master,0.964332892998679,0.9,0.6074999999999999,3,0.6599999999999999,0.3404801652892562,0.6133273388866447,"['communication', 'leadership', 'organization']"
481,481,14,Bachelor,0.9628180039138943,0.9,0.7775,4,0.64,0.31061188811188806,0.6132153668249558,"['leadership', 'organization', 'customer service', 'critical thinking']"
954,954,17,Master,0.9694767441860466,0.9,0.78,2,0.62,0.3339490022172949,0.6131323750837931,"['attention to detail', 'customer service']"
569,569,39,Master,0.9683481701285855,0.7,0.5,5,0.74,0.3318485514485514,0.6123893824474239,"['leadership', 'time management', 'organization', 'attention to detail', 'customer service']"
26,26,21,Master,0.987192118226601,1.0,0.5,3,0.6599999999999999,0.33160652094384485,0.6122011681058135,"['leadership', 'organization', 'initiative']"
31,31,7,Bachelor,0.9648033126293996,0.9,0.5,3,0.51,0.5703331733483907,0.6115802832674572,"['communication', 'creativity', 'organization']"
65,65,14,Master,0.9640644361833953,0.7,0.48250000000000004,4,0.7,0.38967413078149915,0.6115586828527892,"['communication', 'time management', 'customer service', 'professionalism']"
272,272,19,Other,0.9848714069591528,0.8,0.8475,6,0.6000000000000001,0.3605920745920746,0.6114147630735377,"['communication', 'leadership', 'organization', 'attention to detail', 'customer service', 'initiative']"
639,639,16,Bachelor,0.9626168224299065,0.7,0.6275,5,0.6799999999999999,0.36671322314049587,0.6110256491851394,"['communication', 'leadership', 'organization', 'customer service', 'reliability']"
467,467,10,Master,0.9788732394366197,0.6,0.015000000000000013,3,0.6599999999999999,0.6252339015151516,0.6109574943982073,"['communication', 'problem-solving', 'organization']"
433,433,17,Master,0.9528023598820059,0.7,0.8049999999999999,3,0.6599999999999999,0.3370446001367054,0.6108936160292122,"['communication', 'attention to detail', 'customer service']"
644,644,26,Master,0.9555555555555556,0.7,0.8125,3,0.6599999999999999,0.33306189555125726,0.6107241242209327,"['communication', 'leadership', 'interpersonal skills']"
920,920,22,Master,0.9751166407465007,0.8,0.8925,2,0.62,0.3198218673218673,0.6107082242712103,"['problem-solving', 'customer service']"
356,356,16,Master,0.9510086455331412,0.7,0.765,3,0.6599999999999999,0.35019772727272724,0.6106601827351323,"['communication', 'analytical skills', 'flexibility']"
558,558,11,Associate,0.9490131578947368,0.7,0.98,6,0.66,0.2791299663299663,0.6106403056884635,"['leadership', 'time management', 'creativity', 'adaptability', 'decision making', 'professionalism']"
677,677,25,Master,0.98698224852071,0.9,0.38749999999999996,4,0.7,0.3414893617021276,0.6098950333627092,"['communication', 'leadership', 'organization', 'initiative']"
370,370,24,Bachelor,0.9824868651488616,0.8,0.9275,3,0.6,0.32616573426573425,0.6088484067946064,"['leadership', 'customer service', 'initiative']"
259,259,5,Master,0.9755395683453237,0.9,0.7625,2,0.47,0.5234029793735676,0.6088248506466026,"['communication', 'organization']"
21,21,13,Bachelor,0.9750390015600624,0.9,0.8975,2,0.56,0.35753876426603703,0.6085155294358173,"['organization', 'customer service']"
877,877,19,Master,0.9597989949748744,0.8,0.012499999999999956,7,0.82,0.34338995215311,0.6082468851434205,"['communication', 'organization', 'customer service', 'decision making', 'interpersonal skills', 'flexibility', 'initiative']"
92,92,12,Bachelor,0.9768611670020121,0.7,0.015000000000000013,3,0.6,0.6634550561797753,0.6082226335541338,"['communication', 'organization', 'attention to detail']"
261,261,41,Master,0.9637305699481865,0.7,0.5700000000000001,4,0.7,0.3491885964912281,0.608129635942187,"['communication', 'leadership', 'organization', 'initiative']"
459,459,19,Bachelor,0.9858712715855573,0.7,0.9075,3,0.6,0.36250108225108224,0.6080874518338804,"['leadership', 'time management', 'customer service']"
143,143,18,Master,0.9148648648648648,0.7,0.65,4,0.7,0.33854863221884496,0.6080510761521398,"['communication', 'organization', 'attention to detail', 'initiative']"
196,196,18,Associate,0.9827856025039123,1.0,0.9025,3,0.54,0.3448425925925926,0.607981338028169,"['leadership', 'organization', 'customer service']"
705,705,12,Master,0.9622119815668203,0.7,0.5,3,0.6599999999999999,0.425266568914956,0.6078011688311687,"['communication', 'organization', 'reliability']"
317,317,21,Bachelor,0.9641304347826087,0.7,0.19999999999999996,1,0.52,0.7103892045454545,0.6075298048418972,['leadership']
158,158,17,Master,0.9399141630901288,0.7,0.7525,3,0.6599999999999999,0.3470779780564263,0.6073648097259408,"['communication', 'time management', 'customer service']"
508,508,8,Bachelor,0.975609756097561,0.7,0.245,4,0.5800000000000001,0.6103858164307603,0.6071767205389842,"['leadership', 'problem-solving', 'organization', 'decision making']"
818,818,15,Bachelor,0.9612403100775194,0.6,0.8875,2,0.56,0.46032028534845437,0.6069701166122883,"['leadership', 'decision making']"
779,779,15,Associate,0.9800307219662059,0.9,0.8725,4,0.5800000000000001,0.33190353535353534,0.6068241328026812,"['communication', 'leadership', 'organization', 'customer service']"
821,821,11,Bachelor,0.9664082687338501,0.7,0.565,0,0.48,0.6374211502782932,0.606367171956873,[]
921,921,15,Master,0.9625506072874493,1.0,0.030000000000000027,2,0.62,0.5303649591149591,0.6063645484632327,"['communication', 'organization']"
348,348,15,Master,0.968299711815562,0.9,0.765,2,0.62,0.3167424242424242,0.6063526984542835,"['organization', 'decision making']"
541,541,16,Bachelor,0.9828125,1.0,0.9,2,0.56,0.3133164983164983,0.6062761994949495,"['communication', 'leadership']"
908,908,26,PhD,0.965166908563135,0.9,0.7775,0,0.6,0.33867766955266954,0.6058699917221143,[]
270,270,12,Master,0.984375,0.5,0.9,4,0.7,0.2902915120593692,0.6055249536178107,"['communication', 'attention to detail', 'customer service', 'initiative']"
657,657,11,Associate,0.981859410430839,1.0,0.5,7,0.7,0.2571327786796537,0.60532577464698,"['communication', 'teamwork', 'leadership', 'time management', 'organization', 'customer service', 'critical thinking']"
416,416,21,Bachelor,0.9546827794561934,0.7,0.845,4,0.64,0.3310268029842498,0.6052763188408943,"['communication', 'leadership', 'time management', 'initiative']"
634,634,27,Bachelor,0.9666666666666667,1.0,0.7,3,0.6,0.32834972769166315,0.6051715849741657,"['communication', 'leadership', 'organization']"
835,835,19,Master,0.972183588317107,0.9,0.7025,2,0.62,0.33223246753246755,0.605138099091451,"['organization', 'customer service']"
491,491,22,Bachelor,0.9744582043343654,0.8,0.5,5,0.6799999999999999,0.35212599616292795,0.6050836192823148,"['communication', 'organization', 'customer service', 'critical thinking', 'interpersonal skills']"
828,828,5,Bachelor,0.9727272727272728,1.0,0.85,2,0.41000000000000003,0.5291569865319865,0.6050198232323232,"['time management', 'organization']"
873,873,38,PhD,0.9107806691449815,0.9,0.5,2,0.6799999999999999,0.33867164179104475,0.6046795594518115,"['adaptability', 'critical thinking']"
722,722,22,Master,0.9604166666666667,0.7,0.7,3,0.6599999999999999,0.3483776223776224,0.6045549533799532,"['communication', 'organization', 'multitasking']"
183,183,20,Master,0.9695181907571289,0.8,0.5,4,0.7,0.32456041055718476,0.6043199422428682,"['leadership', 'organization', 'customer service', 'initiative']"
185,185,23,Master,0.9748784440842788,0.9,0.5,3,0.6599999999999999,0.34235721421435705,0.6041950086727349,"['communication', 'leadership', 'organization']"
219,219,15,Master,0.9518248175182482,1.0,0.7875,1,0.58,0.3260315398886827,0.6037419437184296,['organization']
276,276,44,Master,0.9856573705179282,0.8,0.5,4,0.7,0.3171718194086615,0.6037172828743913,"['analytical skills', 'organization', 'decision making', 'initiative']"
822,822,10,Bachelor,0.9664879356568364,0.8,0.635,6,0.72,0.2517349150849151,0.6036692680911582,"['communication', 'time management', 'attention to detail', 'customer service', 'interpersonal skills', 'initiative']"
536,536,14,Bachelor,0.9752321981424149,0.8,0.885,3,0.6,0.32484604105571846,0.603477032130957,"['communication', 'leadership', 'organization']"
881,881,22,Master,0.9701492537313433,0.7,0.825,2,0.62,0.3524563210227273,0.6032518216799525,"['communication', 'organization']"
424,424,17,Associate,0.9602836879432624,1.0,0.7375,4,0.5800000000000001,0.3381193181818182,0.6032141642488718,"['communication', 'leadership', 'organization', 'customer service']"
141,141,17,Bachelor,0.9883527454242929,0.7,0.9975,3,0.6,0.3153974358974359,0.60320450531166,"['communication', 'leadership', 'organization']"
872,872,11,Master,0.9670958512160229,1.0,0.7525,2,0.62,0.27676630434782606,0.60298947642595,"['communication', 'initiative']"
563,563,9,Master,0.9884526558891455,1.0,0.33499999999999996,6,0.75,0.2329986001011975,0.6022448456192737,"['communication', 'teamwork', 'leadership', 'time management', 'organization', 'initiative']"
805,805,20,Bachelor,0.9729381443298969,1.0,0.56,2,0.56,0.41637736943907155,0.6022070252647111,"['organization', 'initiative']"
760,760,20,Master,0.9689621726479146,0.9,0.5,3,0.6599999999999999,0.3363709677419355,0.6018075075873721,"['communication', 'leadership', 'organization']"
342,342,15,Bachelor,0.967391304347826,1.0,0.6599999999999999,3,0.6,0.3301709320091673,0.6017904100375329,"['communication', 'time management', 'organization']"
394,394,11,Bachelor,0.9927113702623906,1.0,0.785,3,0.6,0.28004545454545454,0.6017847733898753,"['communication', 'leadership', 'organization']"
194,194,22,Master,0.9651810584958217,0.7,0.7050000000000001,1,0.58,0.4423611111111111,0.6017264391829155,['organization']
308,308,15,Associate,0.9693372898120672,0.7,0.5,7,0.7,0.3484100730729944,0.601456750903105,"['communication', 'leadership', 'organization', 'attention to detail', 'customer service', 'critical thinking', 'decision making']"
659,659,15,Bachelor,0.971000935453695,0.9,0.5,4,0.64,0.3604942857142857,0.6012483792596552,"['communication', 'leadership', 'organization', 'interpersonal skills']"
735,735,21,Master,0.9819432502149613,0.8,0.5,3,0.6599999999999999,0.3623042857142857,0.6008856107357818,"['communication', 'leadership', 'organization']"
135,135,22,Bachelor,0.9838107098381071,1.0,0.49250000000000005,2,0.56,0.43058094645080947,0.6008053549190535,"['communication', 'leadership']"
328,328,17,Master,0.9782923299565847,0.8,0.7725,2,0.62,0.3252643784786642,0.6006585465392578,"['leadership', 'organization']"
